Imbalance settlement period (CET);Imbalance Price [EUR/MWh];Situation;Day-ahead Price [EUR/MWh] ;;;;;;
2020-01-17 02:00:00;23,028;Surplus;38,7;OK;0;;;;
2020-01-17 03:00:00;22,67066667;Surplus;38,1;OK;0;;;;
2020-01-17 04:00:00;23,35466667;Surplus;39,25;OK;0;;;;
2020-01-17 05:00:00;29,84133333;Surplus;50,15;OK;0;;;;
2020-01-17 06:00:00;38,67066667;Surplus;64,99;OK;0;;;;
2020-01-17 07:00:00;92,37066667;Deficit;66,53;OK;0;;;;
2020-01-17 08:00:00;44,71733333;Surplus;75,15;OK;0;;;;
2020-01-17 09:00:00;41,652;Surplus;70;OK;0;;;;
2020-01-17 10:00:00;41,652;Surplus;70;OK;0;;;;
2020-01-17 11:00:00;84,13733333;Deficit;60,6;OK;0;;;;
2020-01-17 12:00:00;97,35466667;Deficit;70,12;OK;0;;;;
2020-01-17 13:00:00;70,948;Deficit;51,1;OK;0;;;;
2020-01-17 14:00:00;64,464;Deficit;46,43;OK;0;;;;
2020-01-17 15:00:00;72,61333333;Deficit;52,3;OK;0;;;;
2020-01-17 16:00:00;83,304;Deficit;60;OK;0;;;;
2020-01-17 17:00:00;38,172;Surplus;64,15;OK;0;;;;
2020-01-17 18:00:00;36,856;Surplus;61,94;OK;0;;;;
2020-01-17 19:00:00;36,05866667;Surplus;60,6;OK;0;;;;
2020-01-17 20:00:00;36,05866667;Surplus;60,6;OK;0;;;;
2020-01-17 21:00:00;30,40666667;Surplus;51,1;OK;0;;;;
2020-01-17 22:00:00;70,948;Deficit;51,1;OK;0;;;;
2020-01-17 23:00:00;63,95866667;Deficit;46,07;OK;0;;;;
2020-01-18 00:00:00;58,17866667;Deficit;44,26;OK;0;;;;
2020-01-18 01:00:00;60,43733333;Deficit;43,53;OK;0;;;;
2020-01-18 02:00:00;58,11866667;Deficit;41,86;OK;0;;;;
2020-01-18 03:00:00;24,18266667;Surplus;40,64;OK;0;;;;
2020-01-18 04:00:00;23,80133333;Surplus;40;OK;0;;;;
2020-01-18 05:00:00;57,39733333;Deficit;41,34;OK;0;;;;
2020-01-18 06:00:00;62,47866667;Deficit;45;OK;0;;;;
2020-01-18 07:00:00;67,54666667;Deficit;48,65;OK;0;;;;
2020-01-18 08:00:00;69,42;Deficit;50;OK;0;;;;
2020-01-18 09:00:00;74,544;Deficit;53,69;OK;0;;;;
2020-01-18 10:00:00;66,712;Deficit;50;OK;0;;;;
2020-01-18 11:00:00;61,53733333;Deficit;47,24;OK;0;;;;
2020-01-18 12:00:00;57,636;Deficit;43,9;OK;0;;;;
2020-01-18 13:00:00;59,84;Deficit;43,1;OK;0;;;;
2020-01-18 14:00:00;59,84;Deficit;43,1;OK;0;;;;
2020-01-18 15:00:00;60,396;Deficit;43,5;OK;0;;;;
2020-01-18 16:00:00;26,18133333;Surplus;44;OK;0;;;;
2020-01-18 17:00:00;27,544;Surplus;46,29;OK;0;;;;
2020-01-18 18:00:00;28,948;Surplus;48,65;OK;0;;;;
2020-01-18 19:00:00;28,56133333;Surplus;48;OK;0;;;;
2020-01-18 20:00:00;27,544;Surplus;46,29;OK;0;;;;
2020-01-18 21:00:00;26,776;Surplus;45;OK;0;;;;
2020-01-18 22:00:00;25,90133333;Surplus;43,53;OK;0;;;;
2020-01-18 23:00:00;24,516;Surplus;41,2;OK;0;;;;
2020-01-19 00:00:00;23,884;Surplus;40,14;OK;0;;;;
2020-01-19 01:00:00;23,15333333;Surplus;38,91;OK;0;;;;
2020-01-19 02:00:00;21,492;Surplus;36,12;OK;0;;;;
2020-01-19 03:00:00;20,23466667;Surplus;34,01;OK;0;;;;
2020-01-19 04:00:00;18,55333333;Surplus;31,18;OK;0;;;;
2020-01-19 05:00:00;21,30266667;Surplus;35,8;OK;0;;;;
2020-01-19 06:00:00;50,56533333;Deficit;36,42;OK;0;;;;
2020-01-19 07:00:00;23,10533333;Surplus;38,83;OK;0;;;;
2020-01-19 08:00:00;54,98133333;Deficit;39,6;OK;0;;;;
2020-01-19 09:00:00;56,70266667;Deficit;40,84;OK;0;;;;
2020-01-19 10:00:00;76,372;Deficit;55,01;OK;0;;;;
2020-01-19 11:00:00;32,73866667;Surplus;55,02;OK;0;;;;
2020-01-19 12:00:00;25,64533333;Surplus;43,1;OK;0;;;;
2020-01-19 13:00:00;23,272;Surplus;39,11;OK;0;;;;
2020-01-19 14:00:00;23,59866667;Surplus;39,66;OK;0;;;;
2020-01-19 15:00:00;23,884;Surplus;40,14;OK;0;;;;
2020-01-19 16:00:00;58,03733333;Deficit;41,8;OK;0;;;;
2020-01-19 17:00:00;26,776;Surplus;45;OK;0;;;;
2020-01-19 18:00:00;27,40666667;Surplus;46,06;OK;0;;;;
2020-01-19 19:00:00;64,26933333;Deficit;46,29;OK;0;;;;
2020-01-19 20:00:00;62,576;Deficit;45,07;OK;0;;;;
2020-01-19 21:00:00;62,47866667;Deficit;45;OK;0;;;;
2020-01-19 22:00:00;56,91066667;Deficit;40,99;OK;0;;;;
2020-01-19 23:00:00;51,71866667;Deficit;37,25;OK;0;;;;
2020-01-20 00:00:00;21,17733333;Surplus;35,59;OK;0;;;;
2020-01-20 01:00:00;20,23466667;Surplus;34,01;OK;0;;;;
2020-01-20 02:00:00;19,684;Surplus;33,08;OK;0;;;;
2020-01-20 03:00:00;19,10133333;Surplus;32,1;OK;0;;;;
2020-01-20 04:00:00;18,74533333;Surplus;31,5;OK;0;;;;
2020-01-20 05:00:00;21,69466667;Surplus;36,46;OK;0;;;;
2020-01-20 06:00:00;27,152;Surplus;45,63;OK;0;;;;
2020-01-20 07:00:00;77,70266667;Deficit;55,97;OK;0;;;;
2020-01-20 08:00:00;83,304;Deficit;60;OK;0;;;;
2020-01-20 09:00:00;79,15333333;Deficit;57,01;OK;0;;;;
2020-01-20 10:00:00;30,12666667;Surplus;50,63;OK;0;;;;
2020-01-20 11:00:00;28,66;Surplus;48,17;OK;0;;;;
2020-01-20 12:00:00;27,104;Surplus;45,55;OK;0;;;;
2020-01-20 13:00:00;27,104;Surplus;45,55;OK;0;;;;
2020-01-20 14:00:00;28,30533333;Surplus;47,57;OK;0;;;;
2020-01-20 15:00:00;29,752;Surplus;50;OK;0;;;;
2020-01-20 16:00:00;29,95333333;Surplus;50,34;OK;0;;;;
2020-01-20 17:00:00;77,624;Deficit;55,91;OK;0;;;;
2020-01-20 18:00:00;79,216;Deficit;57,05;OK;0;;;;
2020-01-20 19:00:00;75,004;Deficit;54,02;OK;0;;;;
2020-01-20 20:00:00;28,96666667;Balanced;48,68;FALSE;1;;;;
2020-01-20 21:00:00;27,288;Surplus;45,86;OK;0;;;;
2020-01-20 22:00:00;26,20533333;Surplus;44,04;OK;0;;;;
2020-01-20 23:00:00;23,62266667;Surplus;39,7;OK;0;;;;
2020-01-21 00:00:00;23,712;Surplus;39,85;OK;0;;;;
2020-01-21 01:00:00;52,76;Deficit;38;OK;0;;;;
2020-01-21 02:00:00;51,03733333;Deficit;36,76;OK;0;;;;
2020-01-21 03:00:00;50,01066667;Deficit;36,02;OK;0;;;;
2020-01-21 04:00:00;51,63466667;Deficit;37,19;OK;0;;;;
2020-01-21 05:00:00;62,61733333;Deficit;45,1;OK;0;;;;
2020-01-21 06:00:00;61,35066667;Deficit;45,1;OK;0;;;;
2020-01-21 07:00:00;31,44266667;Surplus;52,84;OK;0;;;;
2020-01-21 08:00:00;35,74266667;Surplus;60,07;OK;0;;;;
2020-01-21 09:00:00;34,916;Surplus;58,68;OK;0;;;;
2020-01-21 10:00:00;41,768;Surplus;70,19;OK;0;;;;
2020-01-21 11:00:00;42,468;Surplus;71,37;OK;0;;;;
2020-01-21 12:00:00;47,66266667;Surplus;80,1;OK;0;;;;
2020-01-21 13:00:00;41,72533333;Surplus;70,12;OK;0;;;;
2020-01-21 14:00:00;42,084;Surplus;70,73;OK;0;;;;
2020-01-21 15:00:00;33,42133333;Surplus;56,17;OK;0;;;;
2020-01-21 16:00:00;32,732;Surplus;55,01;OK;0;;;;
2020-01-21 17:00:00;80;Deficit;57,62;OK;0;;;;
2020-01-21 18:00:00;86,14933333;Deficit;62,05;OK;0;;;;
2020-01-21 19:00:00;79,972;Deficit;57,6;OK;0;;;;
2020-01-21 20:00:00;67,34133333;Deficit;50,57;OK;0;;;;
2020-01-21 21:00:00;83,228;Deficit;60,9;OK;0;;;;
2020-01-21 22:00:00;75,404;Deficit;56,18;OK;0;;;;
2020-01-21 23:00:00;56,16666667;Deficit;42,08;OK;0;;;;
2020-01-22 00:00:00;59,97866667;Deficit;43,2;OK;0;;;;
2020-01-22 01:00:00;56,16133333;Deficit;40,45;OK;0;;;;
2020-01-22 02:00:00;55,564;Deficit;40,02;OK;0;;;;
2020-01-22 03:00:00;55,536;Deficit;40;OK;0;;;;
2020-01-22 04:00:00;55,004;Deficit;40,3;OK;0;;;;
2020-01-22 05:00:00;61,38666667;Deficit;46,1;OK;0;;;;
2020-01-22 06:00:00;63,068;Deficit;46,1;OK;0;;;;
2020-01-22 07:00:00;72,26933333;Deficit;54,74;OK;0;;;;
2020-01-22 08:00:00;45,34133333;Surplus;76,2;OK;0;;;;
2020-01-22 09:00:00;45,34133333;Surplus;76,2;OK;0;;;;
2020-01-22 10:00:00;38,736;Surplus;65,1;OK;0;;;;
2020-01-22 11:00:00;40,49733333;Surplus;68,06;OK;0;;;;
2020-01-22 12:00:00;95,76133333;Deficit;68,97;OK;0;;;;
2020-01-22 13:00:00;90,38533333;Deficit;65,1;OK;0;;;;
2020-01-22 14:00:00;83,444;Deficit;60,1;OK;0;;;;
2020-01-22 15:00:00;85,684;Deficit;61,71;OK;0;;;;
2020-01-22 16:00:00;35,76133333;Surplus;60,1;OK;0;;;;
2020-01-22 17:00:00;38,796;Surplus;65,2;OK;0;;;;
2020-01-22 18:00:00;92,35733333;Deficit;66,52;OK;0;;;;
2020-01-22 19:00:00;90,51066667;Deficit;65,19;OK;0;;;;
2020-01-22 20:00:00;97,13066667;Deficit;69,96;OK;0;;;;
2020-01-22 21:00:00;90,38533333;Deficit;65,1;OK;0;;;;
2020-01-22 22:00:00;64,00533333;Deficit;46,1;OK;0;;;;
2020-01-22 23:00:00;28,032;Surplus;42,15;OK;0;;;;
2020-01-23 00:00:00;23,86133333;Surplus;40,1;OK;0;;;;
2020-01-23 01:00:00;23,34266667;Surplus;39,23;OK;0;;;;
2020-01-23 02:00:00;22,81066667;Surplus;38,34;OK;0;;;;
2020-01-23 03:00:00;52,148;Deficit;37,56;OK;0;;;;
2020-01-23 04:00:00;53,384;Deficit;38,45;OK;0;;;;
2020-01-23 05:00:00;58,26933333;Deficit;41,97;OK;0;;;;
2020-01-23 06:00:00;63,24533333;Deficit;47;OK;0;;;;
2020-01-23 07:00:00;81,54933333;Deficit;58,74;OK;0;;;;
2020-01-23 08:00:00;91,29466667;Deficit;66,62;OK;0;;;;
2020-01-23 09:00:00;38,59333333;Surplus;64,86;OK;0;;;;
2020-01-23 10:00:00;36,70133333;Surplus;61,68;OK;0;;;;
2020-01-23 11:00:00;34,16666667;Surplus;57,42;OK;0;;;;
2020-01-23 12:00:00;32,94133333;Surplus;55,36;OK;0;;;;
2020-01-23 13:00:00;31,94133333;Surplus;53,68;OK;0;;;;
2020-01-23 14:00:00;30,464;Surplus;51,2;OK;0;;;;
2020-01-23 15:00:00;31,85733333;Surplus;53,54;OK;0;;;;
2020-01-23 16:00:00;76,42266667;Deficit;55,04;OK;0;;;;
2020-01-23 17:00:00;37,1;Surplus;62,35;OK;0;;;;
2020-01-23 18:00:00;95,296;Deficit;68,64;OK;0;;;;
2020-01-23 19:00:00;83,86;Deficit;60,4;OK;0;;;;
2020-01-23 20:00:00;77,096;Deficit;55,53;OK;0;;;;
2020-01-23 21:00:00;83,204;Deficit;59,93;OK;0;;;;
2020-01-23 22:00:00;65,51866667;Deficit;47,19;OK;0;;;;
2020-01-23 23:00:00;65,39466667;Deficit;47,1;OK;0;;;;
2020-01-24 00:00:00;33,45733333;Surplus;56,23;OK;0;;;;
2020-01-24 01:00:00;66,644;Deficit;48;OK;0;;;;
2020-01-24 02:00:00;56,16133333;Deficit;40,45;OK;0;;;;
2020-01-24 03:00:00;55,508;Deficit;39,98;OK;0;;;;
2020-01-24 04:00:00;66,644;Deficit;48;OK;0;;;;
2020-01-24 05:00:00;76,368;Deficit;55;OK;0;;;;
2020-01-24 06:00:00;106,7626667;Deficit;76,9;OK;0;;;;
2020-01-24 07:00:00;83,304;Deficit;60;OK;0;;;;
2020-01-24 08:00:00;92,66533333;Deficit;66,74;OK;0;;;;
2020-01-24 09:00:00;86,84133333;Deficit;65;OK;0;;;;
2020-01-24 10:00:00;36,37066667;Surplus;61,12;OK;0;;;;
2020-01-24 11:00:00;35,01066667;Surplus;58,84;OK;0;;;;
2020-01-24 12:00:00;78,59466667;Deficit;56,61;OK;0;;;;
2020-01-24 13:00:00;73,988;Deficit;53,29;OK;0;;;;
2020-01-24 14:00:00;30,94133333;Surplus;52;OK;0;;;;
2020-01-24 15:00:00;31,70933333;Surplus;53,29;OK;0;;;;
2020-01-24 16:00:00;34,512;Surplus;58;OK;0;;;;
2020-01-24 17:00:00;84,216;Deficit;60,99;OK;0;;;;
2020-01-24 18:00:00;86,35333333;Deficit;65,1;OK;0;;;;
2020-01-24 19:00:00;35,684;Surplus;59,97;OK;0;;;;
2020-01-24 20:00:00;31,03066667;Surplus;52,15;OK;0;;;;
2020-01-24 21:00:00;27,628;Surplus;46,43;OK;0;;;;
2020-01-24 22:00:00;26,532;Surplus;44,59;OK;0;;;;
2020-01-24 23:00:00;25,29466667;Surplus;42,51;OK;0;;;;
2020-01-25 00:00:00;24,992;Surplus;42;OK;0;;;;
2020-01-25 01:00:00;56,20933333;Deficit;40,48;OK;0;;;;
2020-01-25 02:00:00;54,46666667;Deficit;39,23;OK;0;;;;
2020-01-25 03:00:00;53,28666667;Deficit;38,38;OK;0;;;;
2020-01-25 04:00:00;22,48;Surplus;37,78;OK;0;;;;
2020-01-25 05:00:00;23,712;Surplus;39,85;OK;0;;;;
2020-01-25 06:00:00;24,78266667;Surplus;41,65;OK;0;;;;
2020-01-25 07:00:00;27,60933333;Surplus;46,4;OK;0;;;;
2020-01-25 08:00:00;69,42;Deficit;50;OK;0;;;;
2020-01-25 09:00:00;70,9;Deficit;51,07;OK;0;;;;
2020-01-25 10:00:00;76,404;Deficit;55,03;OK;0;;;;
2020-01-25 11:00:00;73,604;Deficit;55,09;OK;0;;;;
2020-01-25 12:00:00;93,13733333;Deficit;71,79;OK;0;;;;
2020-01-25 13:00:00;72,50266667;Deficit;55,94;OK;0;;;;
2020-01-25 14:00:00;32,744;Surplus;55,03;OK;0;;;;
2020-01-25 15:00:00;32,74533333;Surplus;55,03;OK;0;;;;
2020-01-25 16:00:00;33,52666667;Surplus;56,35;OK;0;;;;
2020-01-25 17:00:00;35,02533333;Surplus;55,03;OK;0;;;;
2020-01-25 18:00:00;32,72666667;Surplus;55;OK;0;;;;
2020-01-25 19:00:00;30,204;Surplus;50,76;OK;0;;;;
2020-01-25 20:00:00;29,752;Surplus;50;OK;0;;;;
2020-01-25 21:00:00;27,49066667;Surplus;46,2;OK;0;;;;
2020-01-25 22:00:00;27,544;Surplus;46,29;OK;0;;;;
2020-01-25 23:00:00;23,86133333;Surplus;40,1;OK;0;;;;
2020-01-26 00:00:00;24,27733333;Surplus;40,8;OK;0;;;;
2020-01-26 01:00:00;23,48533333;Surplus;39,47;OK;0;;;;
2020-01-26 02:00:00;51,50933333;Deficit;37,1;OK;0;;;;
2020-01-26 03:00:00;51,92666667;Deficit;37,4;OK;0;;;;
2020-01-26 04:00:00;49,44133333;Deficit;35,61;OK;0;;;;
2020-01-26 05:00:00;50,69066667;Deficit;36,51;OK;0;;;;
2020-01-26 06:00:00;54,28666667;Deficit;39,1;OK;0;;;;
2020-01-26 07:00:00;23,86133333;Surplus;40,1;OK;0;;;;
2020-01-26 08:00:00;23,896;Surplus;40,16;OK;0;;;;
2020-01-26 09:00:00;56,73066667;Deficit;40,86;OK;0;;;;
2020-01-26 10:00:00;61,112;Deficit;44,02;OK;0;;;;
2020-01-26 11:00:00;27,13333333;Surplus;45,6;OK;0;;;;
2020-01-26 12:00:00;27,13333333;Surplus;45,6;OK;0;;;;
2020-01-26 13:00:00;67,90533333;Deficit;48,91;OK;0;;;;
2020-01-26 14:00:00;29,13733333;Surplus;48,97;OK;0;;;;
2020-01-26 15:00:00;76,37733333;Deficit;55,01;OK;0;;;;
2020-01-26 16:00:00;76,46933333;Deficit;55,08;OK;0;;;;
2020-01-26 17:00:00;31,868;Surplus;53,56;OK;0;;;;
2020-01-26 18:00:00;31,03066667;Surplus;52,15;OK;0;;;;
2020-01-26 19:00:00;30,94266667;Surplus;52;OK;0;;;;
2020-01-26 20:00:00;28,56133333;Surplus;48;OK;0;;;;
2020-01-26 21:00:00;26,69333333;Surplus;44,86;OK;0;;;;
2020-01-26 22:00:00;24,78266667;Surplus;41,65;OK;0;;;;
2020-01-26 23:00:00;23,86133333;Surplus;40,1;OK;0;;;;
2020-01-27 00:00:00;23,20666667;Surplus;39;OK;0;;;;
2020-01-27 01:00:00;51,17733333;Deficit;36,86;OK;0;;;;
2020-01-27 02:00:00;48,58;Deficit;34,99;OK;0;;;;
2020-01-27 03:00:00;20,648;Deficit;34,7;FALSE;1;;;;
2020-01-27 04:00:00;48,58;Deficit;34,99;OK;0;;;;
2020-01-27 05:00:00;55,39733333;Deficit;39,9;OK;0;;;;
2020-01-27 06:00:00;88,484;Deficit;65,54;OK;0;;;;
2020-01-27 07:00:00;41,77066667;Surplus;70,2;OK;0;;;;
2020-01-27 08:00:00;53,85866667;Surplus;90,51;OK;0;;;;
2020-01-27 09:00:00;53,612;Surplus;90,1;OK;0;;;;
2020-01-27 10:00:00;49,72533333;Surplus;83,57;OK;0;;;;
2020-01-27 11:00:00;50,912;Surplus;85,56;OK;0;;;;
2020-01-27 12:00:00;59,832;Surplus;100,55;OK;0;;;;
2020-01-27 13:00:00;46,532;Surplus;78,2;OK;0;;;;
2020-01-27 14:00:00;97,46666667;Deficit;70,2;OK;0;;;;
2020-01-27 15:00:00;41,77066667;Surplus;70,2;OK;0;;;;
2020-01-27 16:00:00;46,532;Surplus;78,2;OK;0;;;;
2020-01-27 17:00:00;50,288;Surplus;84,51;OK;0;;;;
2020-01-27 18:00:00;46,532;Surplus;78,2;OK;0;;;;
2020-01-27 19:00:00;53,612;Surplus;90,1;OK;0;;;;
2020-01-27 20:00:00;46,532;Surplus;78,2;OK;0;;;;
2020-01-27 21:00:00;30,296;Surplus;45,92;OK;0;;;;
2020-01-27 22:00:00;29,91333333;Surplus;44,86;OK;0;;;;
2020-01-27 23:00:00;27,35333333;Surplus;40;OK;0;;;;
2020-01-28 00:00:00;57,02133333;Deficit;41,07;OK;0;;;;
2020-01-28 01:00:00;51,92666667;Deficit;37,4;OK;0;;;;
2020-01-28 02:00:00;20,38;Surplus;34,25;OK;0;;;;
2020-01-28 03:00:00;20,26666667;Surplus;34,06;OK;0;;;;
2020-01-28 04:00:00;20,25466667;Surplus;34,04;OK;0;;;;
2020-01-28 05:00:00;22,7;Surplus;38,15;OK;0;;;;
2020-01-28 06:00:00;25,92;Surplus;43,56;OK;0;;;;
2020-01-28 07:00:00;29,156;Surplus;49;OK;0;;;;
2020-01-28 08:00:00;31,68;Surplus;53,24;OK;0;;;;
2020-01-28 09:00:00;33,22133333;Surplus;55,83;OK;0;;;;
2020-01-28 10:00:00;29,752;Surplus;50;OK;0;;;;
2020-01-28 11:00:00;31,66;Surplus;53,21;OK;0;;;;
2020-01-28 12:00:00;26,72266667;Surplus;44,91;OK;0;;;;
2020-01-28 13:00:00;65,19066667;Deficit;46,95;OK;0;;;;
2020-01-28 14:00:00;64,35333333;Deficit;46,35;OK;0;;;;
2020-01-28 15:00:00;27,96666667;Surplus;47;OK;0;;;;
2020-01-28 16:00:00;29,752;Surplus;50;OK;0;;;;
2020-01-28 17:00:00;32,72666667;Surplus;55;OK;0;;;;
2020-01-28 18:00:00;37,236;Surplus;57,16;OK;0;;;;
2020-01-28 19:00:00;37,02133333;Surplus;54;OK;0;;;;
2020-01-28 20:00:00;31,69733333;Surplus;47;OK;0;;;;
2020-01-28 21:00:00;30,768;Surplus;44,95;OK;0;;;;
2020-01-28 22:00:00;26,868;Surplus;40;OK;0;;;;
2020-01-28 23:00:00;24,55733333;Surplus;36,99;OK;0;;;;
2020-01-29 00:00:00;21,24266667;Surplus;35,7;OK;0;;;;
2020-01-29 01:00:00;43,804;Deficit;31,55;OK;0;;;;
2020-01-29 02:00:00;43,04666667;Deficit;31;OK;0;;;;
2020-01-29 03:00:00;17,85066667;Surplus;30;OK;0;;;;
2020-01-29 04:00:00;17,85066667;Surplus;30;OK;0;;;;
2020-01-29 05:00:00;50,53866667;Deficit;36,4;OK;0;;;;
2020-01-29 06:00:00;35,68133333;Surplus;59,97;OK;0;;;;
2020-01-29 07:00:00;50,52666667;Surplus;84,91;OK;0;;;;
2020-01-29 08:00:00;45,684;Surplus;76,78;OK;0;;;;
2020-01-29 09:00:00;95,39466667;Deficit;68,71;OK;0;;;;
2020-01-29 10:00:00;84,832;Deficit;61,1;OK;0;;;;
2020-01-29 11:00:00;99,61466667;Deficit;71,75;OK;0;;;;
2020-01-29 12:00:00;106,6146667;Deficit;76,79;OK;0;;;;
2020-01-29 13:00:00;45,66933333;Surplus;76,75;OK;0;;;;
2020-01-29 14:00:00;38,30933333;Surplus;64,38;OK;0;;;;
2020-01-29 15:00:00;51,13066667;Surplus;79,1;OK;0;;;;
2020-01-29 16:00:00;41,34;Surplus;62;OK;0;;;;
2020-01-29 17:00:00;58,96933333;Surplus;86,76;OK;0;;;;
2020-01-29 18:00:00;59,64933333;Surplus;85,98;OK;0;;;;
2020-01-29 19:00:00;59,644;Surplus;85,92;OK;0;;;;
2020-01-29 20:00:00;49,968;Surplus;83,98;OK;0;;;;
2020-01-29 21:00:00;50,136;Surplus;84,26;OK;0;;;;
2020-01-29 22:00:00;41,316;Surplus;69,44;OK;0;;;;
2020-01-29 23:00:00;85,408;Deficit;61,52;OK;0;;;;
2020-01-30 00:00:00;55,176;Deficit;39,74;OK;0;;;;
2020-01-30 01:00:00;53,94;Deficit;38,85;OK;0;;;;
2020-01-30 02:00:00;48,636;Deficit;35,03;OK;0;;;;
2020-01-30 03:00:00;47,03866667;Deficit;33,88;OK;0;;;;
2020-01-30 04:00:00;51,37066667;Deficit;37;OK;0;;;;
2020-01-30 05:00:00;56,98;Deficit;41,04;OK;0;;;;
2020-01-30 06:00:00;28,88933333;Surplus;48,55;OK;0;;;;
2020-01-30 07:00:00;29,752;Surplus;50;OK;0;;;;
2020-01-30 08:00:00;35,20666667;Surplus;53,45;OK;0;;;;
2020-01-30 09:00:00;29,55466667;Surplus;49,67;OK;0;;;;
2020-01-30 10:00:00;32,02;Surplus;53,81;OK;0;;;;
2020-01-30 11:00:00;30,48933333;Surplus;51,24;OK;0;;;;
2020-01-30 12:00:00;29,428;Surplus;49,46;OK;0;;;;
2020-01-30 13:00:00;31,544;Surplus;49,79;OK;0;;;;
2020-01-30 14:00:00;36,68933333;Surplus;53,61;OK;0;;;;
2020-01-30 15:00:00;68,69866667;Deficit;49,48;OK;0;;;;
2020-01-30 16:00:00;74,14;Deficit;53,4;OK;0;;;;
2020-01-30 17:00:00;81,62266667;Deficit;59,7;OK;0;;;;
2020-01-30 18:00:00;71,70266667;Deficit;53,68;OK;0;;;;
2020-01-30 19:00:00;75,84266667;Deficit;58;OK;0;;;;
2020-01-30 20:00:00;62,284;Deficit;44,86;OK;0;;;;
2020-01-30 21:00:00;59,38266667;Deficit;42,77;OK;0;;;;
2020-01-30 22:00:00;58,244;Deficit;41,95;OK;0;;;;
2020-01-30 23:00:00;58,44266667;Deficit;42,09;OK;0;;;;
2020-01-31 00:00:00;22,992;Surplus;38,64;OK;0;;;;
2020-01-31 01:00:00;51,37066667;Deficit;37;OK;0;;;;
2020-01-31 02:00:00;46,73333333;Balanced;33,66;OK;0;;;;
2020-01-31 03:00:00;18,976;Deficit;31,89;FALSE;1;;;;
2020-01-31 04:00:00;19,576;Surplus;32,9;OK;0;;;;
2020-01-31 05:00:00;52,76;Deficit;38;OK;0;;;;
2020-01-31 06:00:00;58,79866667;Deficit;42,35;OK;0;;;;
2020-01-31 07:00:00;29,75733333;Surplus;50,01;OK;0;;;;
2020-01-31 08:00:00;30,84;Balanced;51,83;FALSE;1;;;;
2020-01-31 09:00:00;69,42;Deficit;50;OK;0;;;;
2020-01-31 10:00:00;61,79866667;Deficit;44,51;OK;0;;;;
2020-01-31 11:00:00;60,20133333;Deficit;43,36;OK;0;;;;
2020-01-31 12:00:00;58,01466667;Deficit;41,79;OK;0;;;;
2020-01-31 13:00:00;66,644;Deficit;48;OK;0;;;;
2020-01-31 14:00:00;72,19733333;Deficit;52;OK;0;;;;
2020-01-31 15:00:00;62,61733333;Deficit;45,1;OK;0;;;;
2020-01-31 16:00:00;69,42;Deficit;50;OK;0;;;;
2020-01-31 17:00:00;72,148;Deficit;53,1;OK;0;;;;
2020-01-31 18:00:00;74,724;Deficit;53,82;OK;0;;;;
2020-01-31 19:00:00;70,80933333;Deficit;51;OK;0;;;;
2020-01-31 20:00:00;63,45066667;Deficit;45,7;OK;0;;;;
2020-01-31 21:00:00;26,188;Surplus;44,01;OK;0;;;;
2020-01-31 22:00:00;24,27733333;Surplus;40,8;OK;0;;;;
2020-01-31 23:00:00;53,468;Deficit;38,51;OK;0;;;;
2020-02-01 00:00:00;21,036;N/A;38,75;FALSE;1;;;;
2020-02-01 01:00:00;56,77466667;N/A;37,42;OK;0;;;;
2020-02-01 02:00:00;56,13733333;N/A;37;OK;0;;;;
2020-02-01 03:00:00;55,09066667;N/A;36,31;OK;0;;;;
2020-02-01 04:00:00;19,46666667;N/A;35,86;FALSE;1;;;;
2020-02-01 05:00:00;19,21733333;N/A;35,4;FALSE;1;;;;
2020-02-01 06:00:00;58,79333333;N/A;38,75;OK;0;;;;
2020-02-01 07:00:00;22,19066667;N/A;40,88;FALSE;1;;;;
2020-02-01 08:00:00;23,148;N/A;42,64;FALSE;1;;;;
2020-02-01 09:00:00;24,15733333;N/A;44,5;FALSE;1;;;;
2020-02-01 10:00:00;62,888;N/A;41,45;OK;0;;;;
2020-02-01 11:00:00;63,79866667;N/A;42,05;OK;0;;;;
2020-02-01 12:00:00;63,81733333;N/A;42,06;OK;0;;;;
2020-02-01 13:00:00;60,26933333;N/A;39,72;OK;0;;;;
2020-02-01 14:00:00;58,44666667;N/A;39,56;OK;0;;;;
2020-02-01 15:00:00;62,36933333;N/A;41,11;OK;0;;;;
2020-02-01 16:00:00;62,97466667;N/A;41,51;OK;0;;;;
2020-02-01 17:00:00;30,86266667;N/A;56,85;FALSE;1;;;;
2020-02-01 18:00:00;30,788;N/A;56,72;FALSE;1;;;;
2020-02-01 19:00:00;30,89866667;N/A;56,92;FALSE;1;;;;
2020-02-01 20:00:00;25,90533333;N/A;47,72;FALSE;1;;;;
2020-02-01 21:00:00;21,172;N/A;39;FALSE;1;;;;
2020-02-01 22:00:00;20,032;N/A;36,9;FALSE;1;;;;
2020-02-01 23:00:00;18,56666667;N/A;34,2;FALSE;1;;;;
2020-02-02 00:00:00;19,87466667;Surplus;36,61;OK;0;;;;
2020-02-02 01:00:00;49,38533333;Deficit;32,55;OK;0;;;;
2020-02-02 02:00:00;45,36533333;Deficit;29,9;OK;0;;;;
2020-02-02 03:00:00;43,63466667;Deficit;28,76;OK;0;;;;
2020-02-02 04:00:00;43,63466667;Deficit;28,76;OK;0;;;;
2020-02-02 05:00:00;43,65066667;Deficit;28,77;OK;0;;;;
