Imbalance settlement period (CET);Imbalance Price [EUR/MWh];Situation;Day-ahead Price [EUR/MWh] ;;;;;;
2020-02-15 04:00:00;47,20133333;Deficit;31,11;OK;0;;;;
2020-02-15 05:00:00;18,34933333;Surplus;33,8;OK;0;;;;
2020-02-15 06:00:00;54,18;Deficit;35,71;OK;0;;;;
2020-02-15 07:00:00;59,93066667;Deficit;39,5;OK;0;;;;
2020-02-15 08:00:00;60,68933333;Deficit;40;OK;0;;;;
2020-02-15 09:00:00;55,44;Deficit;36,54;OK;0;;;;
2020-02-15 10:00:00;19,38533333;Surplus;35,71;OK;0;;;;
2020-02-15 11:00:00;18,34533333;Surplus;31,26;OK;0;;;;
2020-02-15 12:00:00;15,81733333;Surplus;25,57;OK;0;;;;
2020-02-15 13:00:00;37,96666667;Deficit;25,02;OK;0;;;;
2020-02-15 14:00:00;40,96533333;Deficit;27;OK;0;;;;
2020-02-15 15:00:00;46,88266667;Deficit;30,9;OK;0;;;;
2020-02-15 16:00:00;55,04533333;Deficit;36,28;OK;0;;;;
2020-02-15 17:00:00;61,72133333;Deficit;40,68;OK;0;;;;
2020-02-15 18:00:00;25,48266667;Surplus;46,94;OK;0;;;;
2020-02-15 19:00:00;26,13866667;Surplus;48,15;OK;0;;;;
2020-02-15 20:00:00;24,212;Surplus;44,6;OK;0;;;;
2020-02-15 21:00:00;21,71466667;Surplus;40;OK;0;;;;
2020-02-15 22:00:00;19,83733333;Surplus;36,54;OK;0;;;;
2020-02-15 23:00:00;53,36;Deficit;35,17;OK;0;;;;
2020-02-16 00:00:00;52,26933333;Deficit;34,45;OK;0;;;;
2020-02-16 01:00:00;47,428;Deficit;31,26;OK;0;;;;
2020-02-16 02:00:00;44,78266667;Deficit;29,52;OK;0;;;;
2020-02-16 03:00:00;43,54533333;Deficit;28,7;OK;0;;;;
2020-02-16 04:00:00;42,17866667;Deficit;27,8;OK;0;;;;
2020-02-16 05:00:00;45,56266667;Deficit;30,03;OK;0;;;;
2020-02-16 06:00:00;51,67733333;Deficit;34,06;OK;0;;;;
2020-02-16 07:00:00;54,848;Deficit;36,15;OK;0;;;;
2020-02-16 08:00:00;54,848;Deficit;36,15;OK;0;;;;
2020-02-16 09:00:00;52,632;Deficit;34,69;OK;0;;;;
2020-02-16 10:00:00;48,00533333;Deficit;31,64;OK;0;;;;
2020-02-16 11:00:00;50,97866667;Deficit;33,6;OK;0;;;;
2020-02-16 12:00:00;44,90933333;Deficit;29,6;OK;0;;;;
2020-02-16 13:00:00;39,448;Deficit;26;OK;0;;;;
2020-02-16 14:00:00;14,26133333;Surplus;26,27;OK;0;;;;
2020-02-16 15:00:00;50,97866667;Deficit;33,6;OK;0;;;;
2020-02-16 16:00:00;53,46666667;Deficit;35,24;OK;0;;;;
2020-02-16 17:00:00;86,212;Deficit;59,6;OK;0;;;;
2020-02-16 18:00:00;84,748;Deficit;55,86;OK;0;;;;
2020-02-16 19:00:00;106,7293333;Deficit;70,35;OK;0;;;;
2020-02-16 20:00:00;76,01066667;Deficit;50,1;OK;0;;;;
2020-02-16 21:00:00;63,82;Deficit;42,06;OK;0;;;;
2020-02-16 22:00:00;20,916;Surplus;38,53;OK;0;;;;
2020-02-16 23:00:00;20,63333333;Surplus;38,01;OK;0;;;;
2020-02-17 00:00:00;16,884;Surplus;31,1;OK;0;;;;
2020-02-17 01:00:00;41,87466667;Deficit;27,6;OK;0;;;;
2020-02-17 02:00:00;40,05466667;Deficit;26,4;OK;0;;;;
2020-02-17 03:00:00;37,93066667;Deficit;25;OK;0;;;;
2020-02-17 04:00:00;42,17866667;Deficit;27,8;OK;0;;;;
2020-02-17 05:00:00;51,73733333;Deficit;34,1;OK;0;;;;
2020-02-17 06:00:00;63,45066667;Deficit;41,82;OK;0;;;;
2020-02-17 07:00:00;72,56933333;Deficit;47,83;OK;0;;;;
2020-02-17 08:00:00;77,076;Deficit;50,8;OK;0;;;;
2020-02-17 09:00:00;68,69066667;Deficit;46,44;OK;0;;;;
2020-02-17 10:00:00;23,26666667;Surplus;42,86;OK;0;;;;
2020-02-17 11:00:00;22,116;Surplus;40,74;OK;0;;;;
2020-02-17 12:00:00;22,68133333;Surplus;41,78;OK;0;;;;
2020-02-17 13:00:00;21,172;Surplus;39;OK;0;;;;
2020-02-17 14:00:00;21,80666667;Surplus;40,17;OK;0;;;;
2020-02-17 15:00:00;64,54266667;Deficit;42,54;OK;0;;;;
2020-02-17 16:00:00;25,51333333;Surplus;47;OK;0;;;;
2020-02-17 17:00:00;75,86133333;Deficit;50;OK;0;;;;
2020-02-17 18:00:00;80,488;Deficit;53,05;OK;0;;;;
2020-02-17 19:00:00;74,04133333;Deficit;48,8;OK;0;;;;
2020-02-17 20:00:00;63,724;Deficit;42;OK;0;;;;
2020-02-17 21:00:00;60,94666667;Deficit;40,17;OK;0;;;;
2020-02-17 22:00:00;20,08533333;Surplus;37;OK;0;;;;
2020-02-17 23:00:00;18,97866667;Surplus;34,96;OK;0;;;;
2020-02-18 00:00:00;47,53466667;Deficit;31,33;OK;0;;;;
2020-02-18 01:00:00;44,15066667;Deficit;29,1;OK;0;;;;
2020-02-18 02:00:00;33,72666667;Deficit;22,23;OK;0;;;;
2020-02-18 03:00:00;42,48266667;Deficit;28;OK;0;;;;
2020-02-18 04:00:00;43,54533333;Deficit;28,7;OK;0;;;;
2020-02-18 05:00:00;53,24;Deficit;35,09;OK;0;;;;
2020-02-18 06:00:00;61,68533333;Deficit;41,65;OK;0;;;;
2020-02-18 07:00:00;67,608;Deficit;44,56;OK;0;;;;
2020-02-18 08:00:00;70,824;Deficit;46,68;OK;0;;;;
2020-02-18 09:00:00;65,176;Deficit;44,86;OK;0;;;;
2020-02-18 10:00:00;59,496;Deficit;41,67;OK;0;;;;
2020-02-18 11:00:00;63,82;Deficit;42,06;OK;0;;;;
2020-02-18 12:00:00;68,628;Deficit;45,23;OK;0;;;;
2020-02-18 13:00:00;63,73466667;Deficit;42,01;OK;0;;;;
2020-02-18 14:00:00;57,63866667;Deficit;37,99;OK;0;;;;
2020-02-18 15:00:00;59,976;Deficit;39,53;OK;0;;;;
2020-02-18 16:00:00;66,75866667;Deficit;44;OK;0;;;;
2020-02-18 17:00:00;73,13066667;Deficit;48,2;OK;0;;;;
2020-02-18 18:00:00;81,71866667;Deficit;53,86;OK;0;;;;
2020-02-18 19:00:00;27,57733333;Surplus;50,8;OK;0;;;;
2020-02-18 20:00:00;24,12;Surplus;44,43;OK;0;;;;
2020-02-18 21:00:00;22,22;Surplus;40,93;OK;0;;;;
2020-02-18 22:00:00;20,08533333;Surplus;37;OK;0;;;;
2020-02-18 23:00:00;19,00133333;Surplus;35;OK;0;;;;
2020-02-19 00:00:00;19,26;Surplus;35,48;OK;0;;;;
2020-02-19 01:00:00;18,512;Surplus;34,1;OK;0;;;;
2020-02-19 02:00:00;18,36;Surplus;33,82;OK;0;;;;
2020-02-19 03:00:00;17,83466667;Surplus;32,16;OK;0;;;;
2020-02-19 04:00:00;19,38666667;Surplus;33,82;OK;0;;;;
2020-02-19 05:00:00;20,56666667;Surplus;35,65;OK;0;;;;
2020-02-19 06:00:00;23,42933333;Surplus;43,16;OK;0;;;;
2020-02-19 07:00:00;28,41466667;Surplus;46,89;OK;0;;;;
2020-02-19 08:00:00;30,67066667;Surplus;49,2;OK;0;;;;
2020-02-19 09:00:00;29,60533333;Surplus;46,86;OK;0;;;;
2020-02-19 10:00:00;22,41466667;Balanced;41,29;FALSE;1;;;;
2020-02-19 11:00:00;21,52933333;Surplus;39,66;OK;0;;;;
2020-02-19 12:00:00;24,97866667;Surplus;46,01;OK;0;;;;
2020-02-19 13:00:00;25,62266667;Surplus;47,2;OK;0;;;;
2020-02-19 14:00:00;23,61333333;Surplus;43,5;OK;0;;;;
2020-02-19 15:00:00;62,332;Deficit;41,08;OK;0;;;;
2020-02-19 16:00:00;64,90666667;Deficit;42,78;OK;0;;;;
2020-02-19 17:00:00;26,59333333;Surplus;45;OK;0;;;;
2020-02-19 18:00:00;26,92;Surplus;49,59;OK;0;;;;
2020-02-19 19:00:00;26,92;Surplus;49,59;OK;0;;;;
2020-02-19 20:00:00;65,96933333;Deficit;43,48;OK;0;;;;
2020-02-19 21:00:00;59,136;Deficit;40,51;OK;0;;;;
2020-02-19 22:00:00;53,10933333;Deficit;36,71;OK;0;;;;
2020-02-19 23:00:00;50,56933333;Deficit;33,33;OK;0;;;;
2020-02-20 00:00:00;18,50533333;Surplus;34,09;OK;0;;;;
2020-02-20 01:00:00;16,28533333;Surplus;30;OK;0;;;;
2020-02-20 02:00:00;13,80266667;Surplus;25,43;OK;0;;;;
2020-02-20 03:00:00;37,93066667;Deficit;25;OK;0;;;;
2020-02-20 04:00:00;37,85466667;Deficit;24,95;OK;0;;;;
2020-02-20 05:00:00;47,58133333;Deficit;31,36;OK;0;;;;
2020-02-20 06:00:00;60,68933333;Deficit;40;OK;0;;;;
2020-02-20 07:00:00;65,20266667;Deficit;44;OK;0;;;;
2020-02-20 08:00:00;63,63733333;Deficit;44;OK;0;;;;
2020-02-20 09:00:00;59,92133333;Deficit;42,29;OK;0;;;;
2020-02-20 10:00:00;21,036;Surplus;38,75;OK;0;;;;
2020-02-20 11:00:00;57,38133333;Deficit;37,82;OK;0;;;;
2020-02-20 12:00:00;74,796;Deficit;50,1;OK;0;;;;
2020-02-20 13:00:00;72,348;Deficit;50,1;OK;0;;;;
2020-02-20 14:00:00;59,62;Deficit;41;OK;0;;;;
2020-02-20 15:00:00;60,78666667;Deficit;40,06;OK;0;;;;
2020-02-20 16:00:00;62,464;Deficit;41,17;OK;0;;;;
2020-02-20 17:00:00;29,09733333;Surplus;48,55;OK;0;;;;
2020-02-20 18:00:00;91,656;Deficit;60,41;OK;0;;;;
2020-02-20 19:00:00;82,356;Deficit;54,28;OK;0;;;;
2020-02-20 20:00:00;71,28933333;Deficit;46,99;OK;0;;;;
2020-02-20 21:00:00;71,4;Deficit;47,06;OK;0;;;;
2020-02-20 22:00:00;59,42933333;Deficit;39,17;OK;0;;;;
2020-02-20 23:00:00;55,31866667;Deficit;36,46;OK;0;;;;
2020-02-21 00:00:00;20,01066667;Surplus;36,86;OK;0;;;;
2020-02-21 01:00:00;18,95733333;Surplus;34,92;OK;0;;;;
2020-02-21 02:00:00;51,73733333;Deficit;34,1;OK;0;;;;
2020-02-21 03:00:00;51,88933333;Deficit;34,2;OK;0;;;;
2020-02-21 04:00:00;53,104;Deficit;35;OK;0;;;;
2020-02-21 05:00:00;57,83733333;Deficit;38,12;OK;0;;;;
2020-02-21 06:00:00;82,46266667;Deficit;54,35;OK;0;;;;
2020-02-21 07:00:00;33,68;Surplus;62,04;OK;0;;;;
2020-02-21 08:00:00;31,07866667;Surplus;57,25;OK;0;;;;
2020-02-21 09:00:00;27,144;Surplus;50;OK;0;;;;
2020-02-21 10:00:00;24,48266667;Surplus;45,1;OK;0;;;;
2020-02-21 11:00:00;22,804;Surplus;42,01;OK;0;;;;
2020-02-21 12:00:00;56,532;Deficit;37,26;OK;0;;;;
2020-02-21 13:00:00;54,02933333;Deficit;37,26;OK;0;;;;
2020-02-21 14:00:00;56,032;Deficit;38,88;OK;0;;;;
2020-02-21 15:00:00;60,64266667;Deficit;42,1;OK;0;;;;
2020-02-21 16:00:00;69,74;Deficit;48;OK;0;;;;
2020-02-21 17:00:00;81,78933333;Deficit;57,25;OK;0;;;;
2020-02-21 18:00:00;32,68533333;Surplus;60,21;OK;0;;;;
2020-02-21 19:00:00;82,46266667;Deficit;54,35;OK;0;;;;
2020-02-21 20:00:00;68,276;Deficit;45;OK;0;;;;
2020-02-21 21:00:00;23,62533333;Surplus;43,52;OK;0;;;;
2020-02-21 22:00:00;20,90533333;Surplus;38,51;OK;0;;;;
2020-02-21 23:00:00;56,532;Deficit;37,26;OK;0;;;;
2020-02-22 00:00:00;20,62933333;Surplus;38;OK;0;;;;
2020-02-22 01:00:00;53,28533333;Deficit;35,12;OK;0;;;;
2020-02-22 02:00:00;49,856;Deficit;32,86;OK;0;;;;
2020-02-22 03:00:00;54,06;Deficit;35,63;OK;0;;;;
2020-02-22 04:00:00;54,11866667;Deficit;35,67;OK;0;;;;
2020-02-22 05:00:00;20,384;Surplus;37,55;OK;0;;;;
2020-02-22 06:00:00;63,95066667;Deficit;42,15;OK;0;;;;
2020-02-22 07:00:00;62,72533333;Deficit;42,16;OK;0;;;;
2020-02-22 08:00:00;58,752;Deficit;40;OK;0;;;;
2020-02-22 09:00:00;57,73066667;Deficit;38,05;OK;0;;;;
2020-02-22 10:00:00;53,28533333;Deficit;35,12;OK;0;;;;
2020-02-22 11:00:00;49,676;Deficit;32,74;OK;0;;;;
2020-02-22 12:00:00;20,24133333;Surplus;37,29;OK;0;;;;
2020-02-22 13:00:00;18,512;Surplus;34,1;OK;0;;;;
2020-02-22 14:00:00;14,68266667;Surplus;27,05;OK;0;;;;
2020-02-22 15:00:00;18,29466667;Surplus;33,7;OK;0;;;;
2020-02-22 16:00:00;19,68933333;Surplus;36,27;OK;0;;;;
2020-02-22 17:00:00;22,8;Surplus;42;OK;0;;;;
2020-02-22 18:00:00;79,684;Deficit;54,1;OK;0;;;;
2020-02-22 19:00:00;70,49066667;Deficit;48,37;OK;0;;;;
2020-02-22 20:00:00;81,14133333;Deficit;56,55;OK;0;;;;
2020-02-22 21:00:00;60,28;Deficit;39,73;OK;0;;;;
2020-02-22 22:00:00;56,42533333;Deficit;37,19;OK;0;;;;
2020-02-22 23:00:00;55,31866667;Deficit;36,46;OK;0;;;;
2020-02-23 00:00:00;49,15866667;Deficit;32,4;OK;0;;;;
2020-02-23 01:00:00;15,99733333;Surplus;29,47;OK;0;;;;
2020-02-23 02:00:00;14,27733333;Surplus;26,3;OK;0;;;;
2020-02-23 03:00:00;40,96533333;Deficit;27;OK;0;;;;
2020-02-23 04:00:00;39,90266667;Deficit;26,3;OK;0;;;;
2020-02-23 05:00:00;41,14666667;Deficit;27,12;OK;0;;;;
2020-02-23 06:00:00;46,03333333;Deficit;30,34;OK;0;;;;
2020-02-23 07:00:00;50,18933333;Deficit;33,08;OK;0;;;;
2020-02-23 08:00:00;49,31066667;Deficit;32,5;OK;0;;;;
2020-02-23 09:00:00;46,26133333;Deficit;30,49;OK;0;;;;
2020-02-23 10:00:00;42,78533333;Deficit;28,98;OK;0;;;;
2020-02-23 11:00:00;37,93066667;Deficit;25;OK;0;;;;
2020-02-23 12:00:00;51,13066667;Deficit;33,7;OK;0;;;;
2020-02-23 13:00:00;25,73066667;Deficit;16,96;OK;0;;;;
2020-02-23 14:00:00;27,67466667;Deficit;18,24;OK;0;;;;
2020-02-23 15:00:00;50,86;Deficit;33,52;OK;0;;;;
2020-02-23 16:00:00;69,00266667;Deficit;46,69;OK;0;;;;
2020-02-23 17:00:00;83,66533333;Deficit;56,01;OK;0;;;;
2020-02-23 18:00:00;78,44666667;Deficit;55,05;OK;0;;;;
2020-02-23 19:00:00;59,684;Deficit;42,2;OK;0;;;;
2020-02-23 20:00:00;57,66;Deficit;40,58;OK;0;;;;
2020-02-23 21:00:00;55,90133333;Deficit;39,45;OK;0;;;;
2020-02-23 22:00:00;47,34266667;Balanced;33,52;OK;0;;;;
2020-02-23 23:00:00;14,92933333;Surplus;27,5;OK;0;;;;
2020-02-24 00:00:00;10,86266667;Surplus;20,01;OK;0;;;;
2020-02-24 01:00:00;10,16933333;Surplus;18,73;OK;0;;;;
2020-02-24 02:00:00;9,861333333;Surplus;18,17;OK;0;;;;
2020-02-24 03:00:00;22,788;Balanced;15,02;OK;0;;;;
2020-02-24 04:00:00;28,77066667;Deficit;18,96;OK;0;;;;
2020-02-24 05:00:00;40,37066667;Deficit;26,61;OK;0;;;;
2020-02-24 06:00:00;60,38666667;Deficit;39,8;OK;0;;;;
2020-02-24 07:00:00;65,24133333;Deficit;43;OK;0;;;;
2020-02-24 08:00:00;68,016;Deficit;47,96;OK;0;;;;
2020-02-24 09:00:00;65,49866667;Deficit;46,42;OK;0;;;;
2020-02-24 10:00:00;64,04933333;Deficit;45,27;OK;0;;;;
2020-02-24 11:00:00;68,42666667;Deficit;45,1;OK;0;;;;
2020-02-24 12:00:00;64,14933333;Deficit;42,28;OK;0;;;;
2020-02-24 13:00:00;21,82133333;Balanced;40,2;FALSE;1;;;;
2020-02-24 14:00:00;21,16;Surplus;38,98;OK;0;;;;
2020-02-24 15:00:00;66,516;Deficit;43,84;OK;0;;;;
2020-02-24 16:00:00;71,30933333;Deficit;47;OK;0;;;;
2020-02-24 17:00:00;29,748;Surplus;54,8;OK;0;;;;
2020-02-24 18:00:00;89,04533333;Deficit;58,69;OK;0;;;;
2020-02-24 19:00:00;83,09866667;Deficit;54,77;OK;0;;;;
2020-02-24 20:00:00;69,03466667;Deficit;45,5;OK;0;;;;
2020-02-24 21:00:00;66,516;Deficit;43,84;OK;0;;;;
2020-02-24 22:00:00;55,728;Deficit;38;OK;0;;;;
2020-02-24 23:00:00;19,5;Surplus;35,92;OK;0;;;;
2020-02-25 00:00:00;20,86666667;Surplus;36,57;OK;0;;;;
2020-02-25 01:00:00;20,188;Surplus;32,69;OK;0;;;;
2020-02-25 02:00:00;17,41466667;Surplus;28;OK;0;;;;
2020-02-25 03:00:00;16,84533333;Surplus;26,7;OK;0;;;;
2020-02-25 04:00:00;17,66;Surplus;28;OK;0;;;;
2020-02-25 05:00:00;20,66;Surplus;34,48;OK;0;;;;
2020-02-25 06:00:00;26,19733333;Surplus;42,82;OK;0;;;;
2020-02-25 07:00:00;26,552;Surplus;44,73;OK;0;;;;
2020-02-25 08:00:00;25,89466667;Surplus;47,7;OK;0;;;;
2020-02-25 09:00:00;72,372;Deficit;47,7;OK;0;;;;
2020-02-25 10:00:00;66,30266667;Deficit;43,7;OK;0;;;;
2020-02-25 11:00:00;61,696;Deficit;42,15;OK;0;;;;
2020-02-25 12:00:00;56,82533333;Deficit;38,94;OK;0;;;;
2020-02-25 13:00:00;55,15066667;Deficit;38;OK;0;;;;
2020-02-25 14:00:00;59,068;Deficit;40,61;OK;0;;;;
2020-02-25 15:00:00;61,32;Deficit;42,07;OK;0;;;;
2020-02-25 16:00:00;64,18533333;Deficit;45,1;OK;0;;;;
2020-02-25 17:00:00;67,28666667;Deficit;47,06;OK;0;;;;
2020-02-25 18:00:00;69,228;Deficit;48,91;OK;0;;;;
2020-02-25 19:00:00;66,81866667;Deficit;47,06;OK;0;;;;
2020-02-25 20:00:00;62,30133333;Deficit;43,92;OK;0;;;;
2020-02-25 21:00:00;59,648;Deficit;42,22;OK;0;;;;
2020-02-25 22:00:00;57,30666667;Deficit;37,77;OK;0;;;;
2020-02-25 23:00:00;51,58666667;Deficit;34;OK;0;;;;
2020-02-26 00:00:00;42,968;Deficit;28,32;OK;0;;;;
2020-02-26 01:00:00;38,23466667;Deficit;25,2;OK;0;;;;
2020-02-26 02:00:00;36,94133333;Deficit;24,35;OK;0;;;;
2020-02-26 03:00:00;35,70266667;Deficit;23,53;OK;0;;;;
2020-02-26 04:00:00;36,528;Deficit;24,08;OK;0;;;;
2020-02-26 05:00:00;42,33066667;Deficit;27,9;OK;0;;;;
2020-02-26 06:00:00;59,34;Deficit;39,11;OK;0;;;;
2020-02-26 07:00:00;25,71733333;Surplus;42;OK;0;;;;
2020-02-26 08:00:00;24,32666667;Surplus;44,81;OK;0;;;;
2020-02-26 09:00:00;22,8;Surplus;42;OK;0;;;;
2020-02-26 10:00:00;22,06266667;Surplus;40,64;OK;0;;;;
2020-02-26 11:00:00;59,112;Deficit;38,96;OK;0;;;;
2020-02-26 12:00:00;50,90266667;Deficit;35,96;OK;0;;;;
2020-02-26 13:00:00;54,43866667;Deficit;35,88;OK;0;;;;
2020-02-26 14:00:00;55,83466667;Deficit;36,8;OK;0;;;;
2020-02-26 15:00:00;60,85733333;Deficit;40,11;OK;0;;;;
2020-02-26 16:00:00;62,50933333;Deficit;41,2;OK;0;;;;
2020-02-26 17:00:00;63,29866667;Deficit;41,72;OK;0;;;;
2020-02-26 18:00:00;66,76266667;Deficit;46,17;OK;0;;;;
2020-02-26 19:00:00;26,72666667;Surplus;45,88;OK;0;;;;
2020-02-26 20:00:00;24,94533333;Surplus;41,72;OK;0;;;;
2020-02-26 21:00:00;23,27333333;Surplus;38,54;OK;0;;;;
2020-02-26 22:00:00;21,064;Surplus;33,59;OK;0;;;;
2020-02-26 23:00:00;42,78;Deficit;28,2;OK;0;;;;
2020-02-27 00:00:00;17,13733333;Surplus;31,57;OK;0;;;;
2020-02-27 01:00:00;15,49466667;Surplus;28,54;OK;0;;;;
2020-02-27 02:00:00;14,68133333;Surplus;27,04;OK;0;;;;
2020-02-27 03:00:00;13,664;Surplus;25,17;OK;0;;;;
2020-02-27 04:00:00;13,81466667;Surplus;25,45;OK;0;;;;
2020-02-27 05:00:00;15,93866667;Surplus;29,36;OK;0;;;;
2020-02-27 06:00:00;23,39866667;Surplus;38,94;OK;0;;;;
2020-02-27 07:00:00;25,884;Surplus;42,28;OK;0;;;;
2020-02-27 08:00:00;24,116;Surplus;44,42;OK;0;;;;
2020-02-27 09:00:00;23,02133333;Surplus;42,41;OK;0;;;;
2020-02-27 10:00:00;60,912;Deficit;40,15;OK;0;;;;
2020-02-27 11:00:00;60,768;Deficit;40,05;OK;0;;;;
2020-02-27 12:00:00;58,90533333;Deficit;38,82;OK;0;;;;
2020-02-27 13:00:00;60,396;Deficit;39,81;OK;0;;;;
2020-02-27 14:00:00;66,31333333;Deficit;43,71;OK;0;;;;
2020-02-27 15:00:00;24,53333333;Surplus;45,19;OK;0;;;;
2020-02-27 16:00:00;69,34666667;Deficit;45,71;OK;0;;;;
2020-02-27 17:00:00;78,168;Deficit;51,52;OK;0;;;;
2020-02-27 18:00:00;90,99866667;Deficit;59,98;OK;0;;;;
2020-02-27 19:00:00;79,32133333;Deficit;52,28;OK;0;;;;
2020-02-27 20:00:00;65,66;Deficit;46;OK;0;;;;
2020-02-27 21:00:00;59,78;Deficit;41,9;OK;0;;;;
2020-02-27 22:00:00;20,08533333;Surplus;37;OK;0;;;;
2020-02-27 23:00:00;18,44133333;Surplus;33,97;OK;0;;;;
2020-02-28 00:00:00;16,28533333;Surplus;30;OK;0;;;;
2020-02-28 01:00:00;42,376;Deficit;27,93;OK;0;;;;
2020-02-28 02:00:00;39,04533333;Deficit;25,73;OK;0;;;;
2020-02-28 03:00:00;38,38533333;Deficit;25,3;OK;0;;;;
2020-02-28 04:00:00;38,39466667;Deficit;25,31;OK;0;;;;
2020-02-28 05:00:00;46,39733333;Deficit;30,58;OK;0;;;;
2020-02-28 06:00:00;58,756;Deficit;40,82;OK;0;;;;
2020-02-28 07:00:00;28,09333333;Surplus;51,75;OK;0;;;;
2020-02-28 08:00:00;31,80933333;Surplus;54,42;OK;0;;;;
2020-02-28 09:00:00;64,27066667;Deficit;45;OK;0;;;;
2020-02-28 10:00:00;59,89733333;Deficit;42;OK;0;;;;
2020-02-28 11:00:00;61,93333333;Deficit;40,82;OK;0;;;;
2020-02-28 12:00:00;56,73866667;Deficit;37,64;OK;0;;;;
2020-02-28 13:00:00;52,352;Deficit;36,66;OK;0;;;;
2020-02-28 14:00:00;53,03733333;Deficit;37,4;OK;0;;;;
2020-02-28 15:00:00;22,39866667;Surplus;41,26;OK;0;;;;
2020-02-28 16:00:00;23,88533333;Surplus;44;OK;0;;;;
2020-02-28 17:00:00;30,03066667;Surplus;51,85;OK;0;;;;
2020-02-28 18:00:00;38,80133333;Surplus;63,28;OK;0;;;;
2020-02-28 19:00:00;39,18266667;Surplus;62,89;OK;0;;;;
2020-02-28 20:00:00;94,11333333;Deficit;62,03;OK;0;;;;
2020-02-28 21:00:00;25,51333333;Surplus;47;OK;0;;;;
2020-02-28 22:00:00;22,15866667;Surplus;40,82;OK;0;;;;
2020-02-28 23:00:00;20,34666667;Balanced;37,48;FALSE;1;;;;
2020-03-01 00:00:00;19,90133333;Surplus;19,17;FALSE;1;;;;
2020-03-01 01:00:00;19,272;Surplus;20,01;OK;0;;;;
2020-03-01 02:00:00;50,828;Deficit;19,03;OK;0;;;;
2020-03-01 03:00:00;18,76133333;Surplus;18,95;OK;0;;;;
2020-03-01 04:00:00;18,756;Surplus;10,85;FALSE;1;;;;
2020-03-01 05:00:00;54,044;Deficit;18,96;OK;0;;;;
2020-03-01 06:00:00;58,656;Deficit;20,01;OK;0;;;;
2020-03-01 07:00:00;57,65466667;Deficit;23,1;OK;0;;;;
2020-03-01 08:00:00;21,49733333;Surplus;24,91;OK;0;;;;
2020-03-01 09:00:00;20,43866667;Surplus;26,39;OK;0;;;;
2020-03-01 10:00:00;19,90133333;Surplus;25;OK;0;;;;
2020-03-01 11:00:00;18,18533333;Surplus;24,9;OK;0;;;;
2020-03-01 12:00:00;50,828;Deficit;20;OK;0;;;;
2020-03-01 13:00:00;39,752;Deficit;16,09;OK;0;;;;
2020-03-01 14:00:00;39,764;Deficit;14,26;OK;0;;;;
2020-03-01 15:00:00;43,684;Deficit;20;OK;0;;;;
2020-03-01 16:00:00;50,776;Deficit;25,18;OK;0;;;;
2020-03-01 17:00:00;53,49466667;Deficit;33,33;OK;0;;;;
2020-03-01 18:00:00;58,50933333;Deficit;37;OK;0;;;;
2020-03-01 19:00:00;22,8;Surplus;37,09;OK;0;;;;
2020-03-01 20:00:00;52,84;Deficit;37,1;OK;0;;;;
2020-03-01 21:00:00;19,67866667;Surplus;26,1;OK;0;;;;
2020-03-01 22:00:00;47,62533333;Deficit;27,76;OK;0;;;;
2020-03-01 23:00:00;40,12933333;Deficit;24,24;OK;0;;;;
2020-03-02 00:00:00;11,66933333;Surplus;24,31;OK;0;;;;
2020-03-02 01:00:00;28,42133333;Deficit;23,3;OK;0;;;;
2020-03-02 02:00:00;27,02933333;Deficit;21,71;OK;0;;;;
2020-03-02 03:00:00;26,916;Deficit;19,2;OK;0;;;;
2020-03-02 04:00:00;15,41066667;Deficit;19,15;FALSE;1;;;;
2020-03-02 05:00:00;26,93066667;Deficit;23,53;OK;0;;;;
2020-03-02 06:00:00;28,42133333;Deficit;30,91;FALSE;1;;;;
2020-03-02 07:00:00;32,81066667;Deficit;38;FALSE;1;;;;
2020-03-02 08:00:00;35,38266667;Deficit;40,77;FALSE;1;;;;
2020-03-02 09:00:00;37,484;Deficit;40,77;FALSE;1;;;;
2020-03-02 10:00:00;33,35333333;Deficit;40,29;FALSE;1;;;;
2020-03-02 11:00:00;33,34533333;Deficit;40,77;FALSE;1;;;;
2020-03-02 12:00:00;26,656;Deficit;39,92;FALSE;1;;;;
2020-03-02 13:00:00;21,24133333;Deficit;39,98;FALSE;1;;;;
2020-03-02 14:00:00;20,25466667;Deficit;40,86;FALSE;1;;;;
2020-03-02 15:00:00;28,40666667;Deficit;40,96;FALSE;1;;;;
2020-03-02 16:00:00;35,76533333;Deficit;42,72;FALSE;1;;;;
2020-03-02 17:00:00;47,34266667;Deficit;41,09;OK;0;;;;
2020-03-02 18:00:00;22,52266667;Surplus;49,5;OK;0;;;;
2020-03-02 19:00:00;22,57866667;Surplus;44,13;OK;0;;;;
2020-03-02 20:00:00;22,584;Surplus;39,45;OK;0;;;;
2020-03-02 21:00:00;18,45466667;Surplus;39,82;OK;0;;;;
2020-03-02 22:00:00;19,61733333;Surplus;35,6;OK;0;;;;
2020-03-02 23:00:00;16,728;Surplus;28,97;OK;0;;;;
2020-03-03 00:00:00;16,99466667;Surplus;26,04;OK;0;;;;
2020-03-03 01:00:00;16,47066667;Surplus;25,04;OK;0;;;;
2020-03-03 02:00:00;15,30533333;Surplus;24,53;OK;0;;;;
2020-03-03 03:00:00;12,652;Surplus;24,1;OK;0;;;;
2020-03-03 04:00:00;11,65733333;Surplus;24,45;OK;0;;;;
